Channel 1,Channel 2,Channel 3,Channel 4,Class,Row Number,Session,Subject
24.90234375,-52.24609375,-38.0859375,55.17578125,0,281,6,Shawn
57.12890625,-52.734375,-32.71484375,34.1796875,0,282,6,Shawn
57.6171875,-53.7109375,-13.671875,42.48046875,0,283,6,Shawn
17.578125,-43.45703125,0.9765625,64.94140625,0,284,6,Shawn
3.90625,-32.71484375,3.90625,59.08203125,0,285,6,Shawn
28.3203125,-45.8984375,-0.9765625,26.3671875,0,286,6,Shawn
54.19921875,-49.31640625,-3.41796875,25.87890625,0,287,6,Shawn
33.69140625,-47.36328125,-15.13671875,56.15234375,0,288,6,Shawn
1.953125,-50.78125,-26.3671875,59.08203125,0,289,6,Shawn
19.53125,-57.6171875,-15.625,34.1796875,0,290,6,Shawn
42.96875,-51.26953125,-6.34765625,21.484375,0,291,6,Shawn
34.66796875,-33.69140625,6.8359375,38.0859375,0,292,6,Shawn
15.13671875,-30.76171875,4.39453125,56.640625,0,293,6,Shawn
24.90234375,-35.15625,7.32421875,43.45703125,0,294,6,Shawn
56.15234375,-32.2265625,11.71875,23.92578125,0,295,6,Shawn
50.78125,-24.90234375,-11.23046875,40.52734375,0,296,6,Shawn
8.7890625,-29.78515625,-26.85546875,58.59375,0,297,6,Shawn
-6.34765625,-41.9921875,-8.7890625,39.0625,0,298,6,Shawn
23.92578125,-49.8046875,16.6015625,16.11328125,0,299,6,Shawn
30.2734375,-50.78125,12.6953125,32.2265625,0,300,6,Shawn
4.39453125,-43.9453125,-5.37109375,54.6875,0,301,6,Shawn
-7.32421875,-32.71484375,2.9296875,46.875,0,302,6,Shawn
16.11328125,-34.66796875,10.25390625,23.92578125,0,303,6,Shawn
47.36328125,-40.0390625,4.39453125,26.85546875,0,304,6,Shawn
39.55078125,-35.64453125,3.41796875,60.05859375,0,305,6,Shawn
-4.8828125,-42.96875,4.8828125,35.64453125,0,306,6,Shawn
-5.37109375,-37.109375,14.16015625,-4.8828125,0,307,6,Shawn
23.92578125,-29.296875,13.671875,2.9296875,0,308,6,Shawn
19.53125,-32.2265625,14.16015625,25.87890625,0,309,6,Shawn
-0.9765625,-23.4375,2.44140625,42.48046875,0,310,6,Shawn
8.7890625,-17.578125,-31.25,33.203125,0,311,6,Shawn
37.109375,-27.83203125,-8.7890625,18.5546875,0,312,6,Shawn
37.109375,-41.015625,25.87890625,33.69140625,0,313,6,Shawn
20.5078125,-33.69140625,13.18359375,66.89453125,0,314,6,Shawn
19.04296875,-21.97265625,-4.8828125,62.5,0,315,6,Shawn
50.29296875,-24.4140625,11.23046875,38.0859375,0,316,6,Shawn
86.42578125,-17.08984375,31.73828125,67.87109375,0,317,6,Shawn
54.19921875,-6.34765625,17.08984375,88.37890625,0,318,6,Shawn
-2.9296875,-20.99609375,7.32421875,45.41015625,0,319,6,Shawn
5.37109375,-31.25,21.484375,10.25390625,0,320,6,Shawn
32.2265625,-21.484375,16.6015625,10.7421875,0,321,6,Shawn
15.625,-15.625,13.18359375,30.2734375,0,322,6,Shawn
-23.92578125,-12.20703125,6.34765625,33.203125,0,323,6,Shawn
-3.90625,-6.34765625,1.46484375,6.8359375,0,324,6,Shawn
34.1796875,-10.25390625,3.90625,1.953125,0,325,6,Shawn
28.3203125,-18.06640625,-3.90625,20.99609375,0,326,6,Shawn
-0.9765625,-5.859375,-11.71875,26.85546875,0,327,6,Shawn
1.953125,-2.9296875,-28.80859375,21.484375,0,328,6,Shawn
33.69140625,-5.37109375,-40.52734375,11.23046875,0,329,6,Shawn
31.25,-6.34765625,-31.73828125,11.71875,0,330,6,Shawn
3.41796875,-10.7421875,-5.37109375,21.484375,0,331,6,Shawn
-1.953125,-15.13671875,17.578125,13.671875,0,332,6,Shawn
25.87890625,-14.16015625,16.6015625,-12.6953125,0,333,6,Shawn
47.36328125,-11.71875,-1.953125,7.32421875,0,334,6,Shawn
26.85546875,-18.5546875,-2.9296875,46.875,0,335,6,Shawn
5.859375,-17.578125,11.23046875,43.9453125,0,336,6,Shawn
18.5546875,-9.27734375,12.20703125,16.11328125,0,337,6,Shawn
38.57421875,-7.8125,-12.20703125,13.18359375,0,338,6,Shawn
32.71484375,-10.7421875,-4.8828125,34.66796875,0,339,6,Shawn
15.13671875,-1.46484375,28.3203125,48.33984375,0,340,6,Shawn
26.85546875,3.90625,41.015625,41.50390625,0,341,6,Shawn
49.8046875,1.46484375,29.296875,19.04296875,0,342,6,Shawn
37.109375,0.48828125,17.08984375,31.25,0,343,6,Shawn
4.39453125,-1.46484375,25.87890625,50.78125,0,344,6,Shawn
4.8828125,-2.44140625,15.625,38.57421875,0,345,6,Shawn
48.828125,6.34765625,13.671875,34.1796875,0,346,6,Shawn
66.40625,8.30078125,27.34375,54.19921875,0,347,6,Shawn
24.90234375,-2.44140625,31.73828125,70.3125,0,348,6,Shawn
-9.27734375,-11.71875,12.6953125,51.7578125,0,349,6,Shawn
17.578125,-23.92578125,8.7890625,31.73828125,0,350,6,Shawn
43.9453125,-26.85546875,29.78515625,32.71484375,0,351,6,Shawn
13.671875,-20.01953125,41.9921875,43.9453125,0,352,6,Shawn
-9.765625,-14.16015625,36.62109375,54.6875,0,353,6,Shawn
10.25390625,-3.41796875,8.30078125,34.66796875,0,354,6,Shawn
40.52734375,-0.48828125,10.7421875,24.90234375,0,355,6,Shawn
25.390625,0.9765625,22.94921875,27.34375,0,356,6,Shawn
-5.859375,5.859375,30.2734375,33.69140625,0,357,6,Shawn
6.34765625,5.37109375,41.015625,33.69140625,0,358,6,Shawn
37.109375,-1.953125,32.2265625,10.25390625,0,359,6,Shawn
36.1328125,-8.7890625,24.90234375,10.7421875,0,360,6,Shawn
4.39453125,-11.71875,21.484375,29.78515625,0,361,6,Shawn
4.8828125,-7.8125,17.578125,26.85546875,0,362,6,Shawn
42.48046875,-1.46484375,32.71484375,16.11328125,0,363,6,Shawn
54.19921875,1.953125,37.59765625,26.3671875,0,364,6,Shawn
24.90234375,-10.25390625,17.578125,49.8046875,0,365,6,Shawn
6.34765625,-14.16015625,22.4609375,49.8046875,0,366,6,Shawn
37.59765625,-6.34765625,41.50390625,23.4375,0,367,6,Shawn
61.03515625,-1.46484375,42.96875,10.25390625,0,368,6,Shawn
43.45703125,7.32421875,22.4609375,38.57421875,0,369,6,Shawn
18.5546875,1.953125,27.83203125,58.10546875,0,370,6,Shawn
21.484375,-0.48828125,42.48046875,34.66796875,0,371,6,Shawn
38.57421875,-0.48828125,16.11328125,18.5546875,0,372,6,Shawn
31.73828125,-1.953125,3.41796875,40.52734375,0,373,6,Shawn
11.71875,-2.44140625,9.765625,71.2890625,0,374,6,Shawn
13.18359375,-9.765625,22.94921875,52.734375,0,375,6,Shawn
43.9453125,-2.9296875,43.9453125,24.4140625,0,376,6,Shawn
50.78125,13.671875,42.96875,48.828125,0,377,6,Shawn
14.16015625,3.90625,38.57421875,68.359375,0,378,6,Shawn
3.90625,-5.859375,40.0390625,48.33984375,0,379,6,Shawn
38.0859375,7.32421875,34.66796875,30.2734375,0,380,6,Shawn
59.5703125,9.765625,26.3671875,39.0625,0,381,6,Shawn
34.66796875,0.48828125,23.92578125,56.15234375,0,382,6,Shawn
10.25390625,-5.859375,28.80859375,59.5703125,0,383,6,Shawn
28.80859375,0.9765625,3.90625,31.25,0,384,6,Shawn
43.9453125,-14.16015625,-4.39453125,12.20703125,0,385,6,Shawn
31.25,-28.3203125,30.76171875,40.0390625,0,386,6,Shawn
17.08984375,-13.671875,50.29296875,72.265625,0,387,6,Shawn
16.6015625,5.859375,57.12890625,30.76171875,0,388,6,Shawn
34.1796875,6.8359375,56.640625,-8.30078125,0,389,6,Shawn
